street_id,street_prefix,street_name,terittory_id
_ul2069,UL.,WIOSENNA,24364
_ul2070,PL.,WIŚLANY,24399
_ul2071,UL.,WIŚLAŃSKA,24400
_ul2072,AL.,WIŚNIOWA,24411
_ul2073,UL.,WITA,24418
_ul2074,UL.,WITEBSKA,24427
_ul2075,UL.,WITELONA,24429
_ul2076,UL.,WITKOWSKA,24444
_ul2077,UL.,WŁADYSŁAWA JAGIEŁŁY,24494
_ul2078,UL.,WŁODARSKA,24508
_ul2079,UL.,WŁOŚCIAŃSKA,24532
_ul2080,UL.,WODZISŁAWSKA,24572
_ul2081,UL.,WOJCIECHA Z BRUDZEWA,24582
_ul2082,UL.,WOJROWICKA,24621
_ul2083,UL.,WOJSKA POLSKIEGO,24628
_ul2084,UL.,WOJSZYCKA,24639
_ul2085,UL.,WOLBROMSKA,24664
_ul2086,UL.,WOLINIAN,24672
_ul2087,PL.,WOLNOŚCI,24685
_ul2088,UL.,WOLSKA,24694
_ul2089,UL.,WOŁGOGRADZKA,24709
_ul2090,UL.,WOŁYŃSKA,24733
_ul2091,UL.,WORONOWICKA,24747
_ul2092,UL.,WOSKOWA,24751
_ul2093,UL.,WOŹNICZA,24774
_ul2094,UL.,WÓJTOWSKA,24795
_ul2095,UL.,WRONIA,24811
_ul2096,UL.,WRÓBLA,24824
_ul2097,UL.,WRZOSOWA,24870
_ul2098,UL.,WSCHODNIA,24879
_ul2099,UL.,KOKOSOWA,08772
_ul2100,UL.,KONWALIOWA,09223
_ul2101,UL.,OGÓRKOWA,14824
_ul2102,UL.,PLESZEWSKA,16472
_ul2103,UL.,RADKOWSKA,18298
_ul2104,UL.,SŁONIMSKA,20267
_ul2105,UL.,STROŃSKA,21297
_ul2106,UL.,SZPARAGOWA,22065
_ul2107,UL.,BLIŹNIACZA,01419
_ul2108,UL.,WOŁOWSKA,24728
_ul2109,UL.,DROHOBYCKA,27986
_ul2110,UL.,FORSYCJOWA,30908
_ul2111,UL.,MARCHEWKOWA,35514
_ul2112,PRZEJŚCIE,OŁAWSKIE,35515
_ul2113,PRZEJŚCIE,SŁODOWE,35516
_ul2114,PRZEJŚCIE,WINOGRONOWE,35517
_ul2115,ESTAKADA,GĄDOWIANKA,36258
_ul2116,UL.,GRANITOWA,06077
_ul2117,UL.,OLKUSKA,14995
_ul2118,UL.,ZEGARMISTRZOWSKA,36933
_ul2119,UL.,KROŚNICKA,09964
_ul2120,UL.,MALACHITOWA,12025
_ul2121,UL.,KRZEPTOWSKA,37449
_ul2122,UL.,PANIOWICKA,37450
_ul2123,ZAUŁEK,GROTOWSKIEGO,37479
_ul2124,WYB.,CONRADA-KORZENIOWSKIEGO,37583
_ul2125,UL.,BRZOSTOWSKA,02269
_ul2126,UL.,LUBCZYKOWA,11299
_ul2127,UL.,ŁASKA,11527
_ul2128,SKWER,SYBIRAKÓW,40042
_ul2129,UL.,MILENIJNA,29874
_ul2130,MOST,MILENIJNY,37781
_ul2131,ZAUŁEK,LASSALLA,37782
_ul2132,UL.,IRACKA,38045
_ul2133,UL.,PERSKA,15957
_ul2134,PL.,JANA PAWŁA II,07122
_ul2135,UL.,KRAJOBRAZOWA,09784
_ul2136,UL.,WSPÓLNA,24885
_ul2137,UL.,PERKUSYJNA,38047
_ul2138,UL.,MALOWNICZA,12090
_ul2139,UL.,HUSARSKA,06815
_ul2140,UL.,SZWOLEŻERSKA,22184
_ul2141,UL.,KAWALERZYSTÓW,08223
_ul2142,UL.,BARANOWICKA,00711
_ul2143,UL.,ZBARSKA,25884
_ul2144,UL.,IMBIROWA,06888
_ul2145,UL.,BIAŁOGARDZKA,01176
_ul2146,UL.,BIAŁORUSKA,01182
_ul2147,UL.,BIAŁOSTOCKA,01184
_ul2148,UL.,BIAŁOWIESKA,01189
_ul2149,UL.,BIAŁY KĄT,01195
_ul2150,UL.,BIAŁYCH GOŹDZIKÓW,01202
_ul2151,UL.,BIEGŁA,01235
_ul2152,WYSPA,BIELARSKA,01246
_ul2153,UL.,BIELAWSKA,01250
_ul2154,UL.,BIERDZAŃSKA,01296
_ul2155,UL.,BIERUTOWSKA,01316
_ul2156,UL.,BIESZCZADZKA,01326
_ul2157,UL.,BISKUPIA,01363
_ul2158,UL.,BLACHARSKA,01395
_ul2159,UL.,BLISKA,01413
_ul2160,UL.,BLIZANOWICKA,01414
_ul2161,UL.,BŁAWATNA,01444
_ul2162,UL.,BŁĘKITNA,01458
_ul2163,PL.,BOHATERÓW GETTA,01636
_ul2164,UL.,BŁOTNA,01473
_ul2165,UL.,BOISKOWA,01700
_ul2166,UL.,BOJANOWSKA,01703
_ul2167,UL.,BOCHEŃSKA,01506
_ul2168,UL.,BOLESŁAWA CHROBREGO,01742
_ul2169,UL.,BOLESŁAWA KRZYWOUSTEGO,01749
_ul2170,UL.,BOLESŁAWIECKA,01761
_ul2171,UL.,BOLKOWSKA,01780
_ul2172,UL.,BOCIANIA,01518
_ul2173,UL.,BOROWSKA,01866
_ul2174,UL.,BORÓWCZANA,01871
_ul2175,UL.,BOŻEGO CIAŁA,01935
_ul2176,UL.,BOGUSZOWSKA,01614
_ul2177,UL.,BRACI GIERYMSKICH,01970
_ul2178,UL.,BRANIBORSKA,02036
_ul2179,UL.,BRANIEWSKA,02042
_ul2180,UL.,BRATERSKA,02048
_ul2181,UL.,BRATKOWA,02056
_ul2182,UL.,BRATYSŁAWSKA,02063
_ul2183,UL.,BRĄZOWA,02069
_ul2184,UL.,BROCHOWSKA,02082
_ul2185,UL.,BRODNICKA,02091
_ul2186,UL.,BRODZKA,02105
_ul2187,UL.,BROWARNA,02148
_ul2188,UL.,BRYLANTOWA,02209
_ul2189,UL.,BRYNICKA,02215
_ul2190,UL.,BRZESKA,02230
_ul2191,UL.,BRZOSKWINIOWA,02264
_ul2192,UL.,BRZOZOWA,02276
_ul2193,UL.,BUDOWLANA,02335
_ul2194,UL.,BUDZISZYŃSKA,02353
_ul2195,UL.,BUFOROWA,02365
_ul2196,UL.,WĘGLOWA,23934
_ul2197,UL.,RYBIA,19163
_ul2210,RONDO,OBROŃCÓW GRODNA,45834
_ul2211,RONDO,PIO,45835
_ul2212,UL.,STRAUSSA,36604
_ul2213,UL.,UCIECHOWSKA,23296
_ul2230,UL.,IŁŁAKOWICZÓWNY,06881
_ul2231,UL.,BASKIJSKA,46030
_ul2250,UL.,TYKOCIŃSKA,23233
_ul2251,UL.,ŁOMŻYŃSKA,11659
_ul2252,UL.,RADZYŃSKA,18375
_ul2253,UL.,CIECHANOWSKA,02994
_ul2254,UL.,NAŁĘCZOWSKA,13962
_ul2255,UL.,GRUZIŃSKA,06279
_ul2256,UL.,DŁUŻYCKA,46032
_ul2257,UL.,GRĘBOCICKA,46033
_ul2258,UL.,LUKRECJOWA,11412
_ul2259,RONDO,LOTNIKÓW POLSKICH,46034
_ul2260,RONDO,GERMAN,45968
_ul2270,UL.,BAZYLIOWA,00920
_ul2290,UL.,FREDRY,46287
_ul2310,RONDO,KIELARA,46364
_ul2330,UL.,MELIORANCKA POŁUDNIOWA,46359
_ul2331,UL.,OSTOWA PÓŁNOCNA,46363
_ul2332,UL.,POLANOWICKA PÓŁNOCNA,46361
_ul2333,UL.,MIĘTOWA POŁUDNIOWA,46362
_ul2334,UL.,ŻWIRKI I WIGURY ZACHODNIA,46358
_ul2335,UL.,FIELDORFA,04976
_ul2336,UL.,POKRZYWOWA,16953
_ul2350,UL.,ANYŻOWA,00371
_ul2351,UL.,KOWARZYKA,46510
_ul2370,SKWER,SCHNEIDERA,46511
_ul2371,UL.,SCHNEIDERA,46512
_ul2390,UL.,MIŁOSZA,12964
_ul2391,UL.,LAUROWA,10716
_ul2410,SKWER,DAMIANA DE VEUSTER,46700
_ul2430,PL.,JANA CHRZCICIELA,46921
_ul2431,UL.,URBANOWICZA,29929
_ul2432,UL.,CZARTORYSKIEGO,29816
_ul2450,UL.,RODŁA,18716
_ul2451,UL.,DOMAŃSKIEGO,04084
_ul2452,UL.,KŁOPOCKIEJ,41142
_ul2470,SKWER,BEŁZY,47246
_ul2471,RONDO,BARANOWSKIEGO,47245
_ul2490,SKWER,RYSIA,48323
_ul2491,RONDO,WALLENBERGA,48322
_ul2492,UL.,MATUSZKA,48321
_ul2493,UL.,JAŁOWCOWA,07097
_ul2494,UL.,MAJERANKOWA,11961
_ul2495,UL.,KARDAMONOWA,46621
_ul2496,UL.,ŻURAWINOWA,26585
_ul2510,UL.,KOMORNICKA,09070
_ul2511,UL.,ORKISZOWA,42543
_ul2512,UL.,GISERSKA,05531
_ul2513,UL.,WRÓBLOWICKA,24844
_ul2514,UL.,KUSTRONIA,10495
_ul2515,SKWER,ELWRO,48822
_ul2516,SKWER,ORMIAŃSKI,48820
_ul2517,SKWER,STEINMETZA,48821
_ul2530,SKWER,KRASIŃSKIEGO,46738
_ul2550,UL.,JODŁOWICKA,49110
_ul2551,UL.,MUROWANA,13497
_ul2552,UL.,GOŁDAPSKA,05759
_ul2553,UL.,URODZAJNA,23411
_ul2554,UL.,CZARNUSZKOWA,49109
_ul2555,UL.,GORCZYCOWA,05817
_ul2556,UL.,KAJDASZA,49111
_ul2557,UL.,KOMEDY,09050
_ul2558,RONDO,HEMARA,49108
_ul2559,SKWER,PTASI ZAGAJNIK,49112
_ul2570,UL.,PLENEROWA,16469
_ul2571,RONDO,POPIEŁUSZKI,32962
_ul2590,SKWER,SPISKE,49584
_ul2610,SKWER,KATYŃSKI,49617
_ul2650,UL.,SZYNOWA,22270
_ul2651,UL.,BABIOGÓRSKA,00541
_ul2652,UL.,STRAWIŃSKIEGO,21268
_ul2670,UL.,GRAPOWA,50169
_ul2690,UL.,WENDY,23859
_ul2691,UL.,CZOCHRALSKIEGO,50627
_ul2692,UL.,GRAJEWSKA,06064
_ul2710,AL.,ARCHITEKTÓW,50628
_ul2711,UL.,FRYDECKIEGO,50629
_ul2712,UL.,MAYA,50633
_ul2713,UL.,POELZIGA,50634
_ul2714,UL.,LAUTERBACHA,50630
_ul2715,UL.,BARSKICH,50631
_ul2716,UL.,BERGA,50635
_ul2717,UL.,BRZOZY,50632
_ul2718,SKWER,SCHAROUNA,50638
_ul2730,UL.,ZLATA,50637
_ul2731,UL.,LIPIŃSKIEGO,50636
_ul2750,UL.,MELISOWA,12596
_ul2751,UL.,KORALOWA,09316
_ul2752,UL.,KĘBŁOWICKA,50956
_ul2753,UL.,INDONEZYJSKA,50957
_ul2770,AL.,KACZOROWSKIEGO,51178
_ul2771,UL.,WAJDY,23502
_ul2790,SKWER,JABŁOŃSKIEGO,51192
_ul2791,MOST,RACŁAWICKI,53471
_ul2792,UL.,RUSZNIKARSKA,19127
_ul2793,UL.,KABACZKOWA,51179
_ul2794,UL.,KARPNICKA,08110
_ul2795,UL.,BRONOWICKA,02139
_ul2811,UL.,SYRYJSKA,51574
_ul2812,UL.,LIBAŃSKA,51575
_ul2813,UL.,BRANICKIEGO,02040
_ul2814,UL.,PEJZAŻOWA,30322
_ul2815,UL.,DA GAMY,51580
_ul2816,UL.,COOKA,51576
_ul2817,UL.,BIEŃKOWSKIEGO,51573
_ul2830,RONDO,ŻOŁNIERZY RADIOTECHNIKÓW,51572
_ul2850,UL.,LUTRA,51912
_ul2853,UL.,BRZUCHOWICKA,51761
_ul2854,UL.,8 MAJA,11938
_ul2855,UL.,SIEDZIKÓWNY,43365
_ul2856,UL.,MOTYKÓWNY,51760
_ul2870,UL.,TURAWSKA,23148
_ul2872,UL.,CIESZYŃSKA,03061
_ul2890,RONDO,WROCŁAWSKICH OLIMPIJCZYKÓW,52372
_ul2910,UL.,SIEMIANOWICKA,19806
_ul2930,MOST,DEKARSKI,32067
_ul2931,MOST,KŁOKOCZYCKI,32068
_ul2932,MOST,PĘGOWSKI,32070
_ul2950,PASAŻ,RADINGA,53006
_ul2951,UL.,WILKASKA,53005
_ul2952,UL.,PASYMSKA,15790
_ul2970,UL.,GRZYBOWA,06341
_ul2971,UL.,CZERWONEJ RÓŻY,53004
_ul2990,UL.,STANETY,53373
_ul3012,UL.,PIGWOWA,16200
_ul3030,UL.,BOBRAŃSKIEGO,53539
_ul3031,SKWER,ZIELIŃSKIEGO,53648
_ul3050,UL.,BOGATYŃSKA,01563
_ul3051,UL.,WĘGLINIECKA,53541
_ul3052,UL.,KUKURYDZIANA,10362
_ul3053,UL.,CZERNICKA,03389
_ul3054,SKWER,MŁYNARSKIEGO,53538
_ul3055,UL.,CYPRYJSKA,03190
_ul3056,UL.,MALEZYJSKA,53540
_ul3070,BULW.,MATKI TERESY Z KALKUTY,53654
_ul3110,UL.,BRZEZIŃSKIEGO,53985
_ul3111,RONDO,4 CZERWCA 1989 R.,53983
_ul3130,RONDO,BEZRUCZKI,53984
_ul3131,SKWER,SENDLEROWEJ,46634
_ul3150,UL.,PISARZOWICKA,27201
_ul3151,UL.,BOROWIKOWA,01856
_ul3152,UL.,JAGIENKI,07047
_ul3210,SKWER,KORFANTEGO,54609
_ul3211,RONDO,NAD CZARNĄ WODĄ,54606
_ul3212,RONDO,BARTOSZEWSKIEGO,51067
_ul3230,UL.,ARMEŃSKA,00417
_ul3231,UL.,DZIAŁOSZYŃSKA,04580
_ul3232,UL.,OŻAROWSKA,15494
_ul3233,UL.,HESSE-BUKOWSKIEJ,54608
_ul3234,SKWER,BADEN-POWELLA,54610
_ul3250,RONDO,ZDUNIAK,54604
_ul3251,RONDO,CHAMCÓWNY,54605
_ul3252,UL.,HERBSTA,54607
_ul3270,UL.,KOPERKOWA,09270
_ul3290,SKWER,HIRSZFELDOWEJ,54722
_ul3310,UL.,GROSZKOWA,06183
_ul3311,SKWER,SZUMAŃSKIEJ,54721
_ul3312,SKWER,KSIĘŻNEJ ANNY ŚLĄSKIEJ,54724
_ul3313,SKWER,JEŻOWSKIEJ-TRZEBIATOWSKIEJ,54723
_ul3350,UL.,CHRZĄSTAWSKA,55159
_ul3351,UL.,ZAMŁYNIE,25556
_ul3352,UL.,DUKIELSKA,04367
_ul3370,UL.,MODRZEJEWSKIEGO,55160
_ul3371,AL.,NARUTOWICZA,55158
_ul3390,UL.,DOMANOWICKA,55306
_ul3391,UL.,KURKUMOWA,55308
_ul3392,RONDO,ŻOŁNIERZY ŁĄCZNOŚCIOWCÓW,55304
_ul3450,SKWER,ADAMOWICZA,55398
_ul3470,UL.,HODOWICKA,55539
_ul3490,UL.,WICHROWA,23989
_ul3491,UL.,TARGOWA,22659
_ul3510,UL.,BIAŁKOWSKA,01163
_ul3530,RONDO,MODZELEWSKIEGO,55540
_ul3550,UL.,EDYTORSKA,55781
_ul3551,UL.,KUGLINA,55783
_ul3552,UL.,KAPAROWA,53790
_ul3553,UL.,KOPYCIŃSKIEGO,55780
_ul3554,UL.,VESPUCCIEGO,55782
_ul3555,UL.,OTRĘBOWA,47229
_ul3556,UL.,TAJWAŃSKA,55779
_ul3557,UL.,ŁABĘDZIA,11474
_ul3558,UL.,HIACYNTOWA,06650
_ul3559,UL.,KURLANDZKA,10447
_ul3570,RONDO,GRUZIŃSKICH OFICERÓW WOJSKA POLSKIEGO,55778
_ul3630,UL.,LUBOMIERSKA,11338
_ul3631,UL.,DRABIKA,04154
