street_id,street_prefix,street_name,terittory_id
_ul1463,UL.,ORŁOWICZA,15174
_ul1464,UL.,HOENE-WROŃSKIEGO,06685
_ul1465,UL.,WYSŁOUCHA,25052
_ul1466,UL.,ADAMIECKIEGO,00105
_ul1467,UL.,ARCTOWSKIEGO,00398
_ul1468,UL.,BACCIARELLEGO,00546
_ul1469,UL.,BANACHA,00666
_ul1470,UL.,BAUDOUINA DE COURTENAY,00902
_ul1471,UL.,BEMA,01014
_ul1472,UL.,BERLINGA,01068
_ul1473,UL.,PRZESMYCKIEGO,17766
_ul1474,UL.,PRZYBYŁY,17881
_ul1475,UL.,PRZYBYSZEWSKIEGO,17892
_ul1476,UL.,PUGETA,18082
_ul1477,UL.,RATAJA,18469
_ul1478,UL.,REJTANA,18575
_ul1479,UL.,RODZIEWICZÓWNY,18724
_ul1480,UL.,ROENTGENA,18739
_ul1481,UL.,ROMANOWSKIEGO,18834
_ul1482,UL.,ROMERA,18846
_ul1483,UL.,ROSTAFIŃSKIEGO,18884
_ul1484,UL.,RUTKIEWICZ,19132
_ul1485,UL.,ZALESKIEGO,25488
_ul1486,UL.,ZAMOYSKIEGO,25579
_ul1487,UL.,ZAREMBOWICZA,25652
_ul1488,UL.,ZEGADŁOWICZA,25980
_ul1489,UL.,ZELENAYA,25993
_ul1490,UL.,ZELWEROWICZA,25996
_ul1491,UL.,GRZMOTA-SKOTNICKIEGO,06332
_ul1492,UL.,KRZYŻANOWSKIEGO,10190
_ul1493,UL.,PETRUSEWICZA,40564
_ul1494,UL.,STRACHOWSKIEGO,21251
_ul1495,UL.,STYSIA,21486
_ul1496,UL.,SUCHARDY,21494
_ul1497,UL.,KACZMARSKIEGO,37217
_ul1498,UL.,SIERAKOWSKIEGO,19851
_ul1499,UL.,ŚLEBODZIŃSKIEGO,41276
_ul1500,UL.,KURONIA,40565
_ul1501,UL.,SYROKOMLI,21683
_ul1502,UL.,SZANIECKIEGO,21765
_ul1503,UL.,SZRAMKA,22087
_ul1504,UL.,SZYMANOWSKIEGO,22238
_ul1505,UL.,ŚLĄZAKA,22315
_ul1506,UL.,ŻEROMSKIEGO,26469
_ul1507,UL.,MICHELETA,26856
_ul1508,UL.,ORLIŃSKIEGO,26976
_ul1509,UL.,SKIBIŃSKIEGO,26977
_ul1510,UL.,ZAGŁOBY,29225
_ul1511,UL.,FEICHTA,29464
_ul1512,UL.,MASZTALERZA,29467
_ul1513,UL.,FALZMANNA,29470
_ul1514,UL.,KAMIEŃSKIEGO,29471
_ul1515,BULW.,DUNIKOWSKIEGO,29473
_ul1516,UL.,RODAKOWSKIEGO,29479
_ul1517,UL.,SMOLEŃSKIEGO,29480
_ul1518,UL.,MICHALCZYKA,30002
_ul1519,UL.,MŁODNICKIEGO,34193
_ul1520,UL.,SEMPOŁOWSKIEJ,19674
_ul1521,UL.,SIEMIRADZKIEGO,19816
_ul1522,UL.,SIENKIEWICZA,19834
_ul1523,UL.,SIKORSKIEGO,19907
_ul1524,UL.,SKARŻYŃSKIEGO,20025
_ul1525,UL.,SKRZETUSKIEGO,20156
_ul1526,UL.,WOŁODYJOWSKIEGO,24715
_ul1527,UL.,WORCELLA,24742
_ul1528,UL.,WROCŁAWCZYKA,24805
_ul1529,UL.,WYSOCKIEGO,25061
_ul1530,BULW.,WYSZYŃSKIEGO,47138
_ul1531,UL.,CURIE-SKŁODOWSKIEJ,03148
_ul1532,UL.,BIEGASA,01234
_ul1533,AL.,BOYA-ŻELEŃSKIEGO,01928
_ul1534,UL.,BOZNAŃSKIEJ,01930
_ul1535,UL.,BRANDTA,02033
_ul1536,UL.,BRONIEWSKIEGO,02125
_ul1537,UL.,BRZECHWY,02225
_ul1538,UL.,BUJWIDA,02385
_ul1539,UL.,BUKOWSKIEGO,02400
_ul1540,UL.,CEGIELSKIEGO,02584
_ul1541,UL.,CHAŁUBIŃSKIEGO,02663
_ul1542,UL.,CHRZANOWSKIEGO,02912
_ul1543,UL.,CIESZKOWSKIEGO,03055
_ul1544,UL.,CINCIAŁY,03081
_ul1545,UL.,CYBULSKIEGO,03159
_ul1546,UL.,CZAJKOWSKIEGO,03235
_ul1547,UL.,CZARNIECKIEGO,03283
_ul1548,UL.,CZECHOWA,03338
_ul1549,UL.,ŁUKASIEWICZA,11749
_ul1550,UL.,ŁUKASIŃSKIEGO,11755
_ul1551,UL.,MAJCHRA,11951
_ul1552,UL.,MALECZYŃSKICH,12046
_ul1553,UL.,MAŁKOWSKIEGO,12165
_ul1554,UL.,MARCINKOWSKIEGO,12299
_ul1555,UL.,MARCZEWSKIEGO,12314
_ul1556,AL.,MATEJKI,12486
_ul1557,UL.,MĘCIŃSKIEGO,12649
_ul1558,UL.,MIARKI,12674
_ul1559,UL.,MICHAŁOWSKIEGO,12716
_ul1560,UL.,MICIŃSKIEGO,12729
_ul1561,UL.,MIECHOWITY,12746
_ul1562,UL.,MIEROSŁAWSKIEGO,12809
_ul1563,UL.,MIKULSKIEGO,12910
_ul1564,UL.,MOCHNACKIEGO,13154
_ul1565,UL.,MONIUSZKI,13246
_ul1566,UL.,MOSBACHA,13322
_ul1567,UL.,NENCKIEGO,14074
_ul1568,UL.,NORWIDA,14319
_ul1569,UL.,NOSKOWSKIEGO,14326
_ul1570,UL.,OLSZEWSKIEGO,15008
_ul1571,UL.,ORKANA,15140
_ul1572,UL.,ORŁOWSKIEGO,15178
_ul1573,UL.,ORZESZKOWEJ,15211
_ul1574,UL.,OSTROROGA,15384
_ul1575,UL.,OSTROWSKIEGO,15392
_ul1576,UL.,PANKIEWICZA,15633
_ul1577,UL.,PARANDOWSKIEGO,15680
_ul1578,UL.,POLA,16961
_ul1579,UL.,POŁBINA,17057
_ul1580,UL.,PONIATOWSKIEGO,17113
_ul1581,UL.,POPIELSKIEGO,17143
_ul1582,UL.,POTEBNI,17271
_ul1583,UL.,POTOCKIEGO,17286
_ul1584,UL.,PRĄDZYŃSKIEGO,17474
_ul1585,UL.,PRETFICZA,17481
_ul1586,UL.,SOWIŃSKIEGO,20625
_ul1587,UL.,STAFFA,20798
_ul1588,UL.,STARZYŃSKIEGO,21047
_ul1589,UL.,STEFCZYKA,21123
_ul1590,UL.,ZAPOLSKIEJ,25632
_ul1591,UL.,ZARUSKIEGO,25674
_ul1592,UL.,ZIELIŃSKIEGO,26073
_ul1593,UL.,ZMORSKIEGO,26228
_ul1594,UL.,ŻMICHOWSKIEJ,26476
_ul1595,UL.,SZNIOLISA,26980
_ul1596,UL.,PESTALOZZIEGO,27748
_ul1597,UL.,BIAŁOSZEWSKIEGO,28240
_ul1598,UL.,LENARTOWICZA,28474
_ul1599,AL.,BRÜCKNERA,28627
_ul1600,UL.,BOGEDAINA,29465
_ul1601,UL.,DRUCKIEGO-LUBECKIEGO,29472
_ul1602,UL.,BECKA,00953
_ul1603,UL.,JEZIERSKIEGO,29477
_ul1604,UL.,FRANCISZKAŃSKA,05151
_ul1605,PL.,FRANCISZKAŃSKI,05152
_ul1606,UL.,FRANCUSKA,05154
_ul1607,UL.,FRYZJERSKA,05202
_ul1608,UL.,GAJOWA,05265
_ul1609,UL.,GAJOWICKA,05266
_ul1610,UL.,GALLA ANONIMA,05286
_ul1611,UL.,GAŁOWSKA,05305
_ul1612,UL.,GARBARY,05321
_ul1613,UL.,GARNCARSKA,05345
_ul1614,UL.,GARWOLIŃSKA,05350
_ul1615,UL.,GĄDOWSKA,05408
_ul1616,UL.,GDAŃSKA,05431
_ul1617,UL.,GERBEROWA,05460
_ul1618,UL.,GĘSIA,05476
_ul1619,UL.,GIEŁDOWA,05494
_ul1620,UL.,GIMNAZJALNA,05527
_ul1621,UL.,GIŻYCKA,05541
_ul1622,UL.,GLEBOWA,05553
_ul1623,UL.,GŁUBCZYCKA,05639
_ul1624,UL.,ZAKA,31894
_ul1625,UL.,WALLENRODA,26651
_ul1626,RONDO,SKALSKIEGO,43731
_ul1627,UL.,ORZECHOWA,15202
_ul1628,UL.,OSADNICZA,15227
_ul1629,UL.,OSIECKA,15233
_ul1630,UL.,OSIEDLOWA,15300
_ul1631,UL.,OSINIECKA,15309
_ul1632,UL.,OSOBOWICKA,15337
_ul1633,UL.,OSTOWA,15370
_ul1634,UL.,OSTRĘŻYNOWA,15377
_ul1635,UL.,OSTROWSKA,15390
_ul1636,WYSPA,OSTRÓW TUMSKI,15402
_ul1637,UL.,OTMUCHOWSKA,15445
_ul1638,UL.,OTWARTA,15463
_ul1639,UL.,OTYŃSKA,15467
_ul1640,UL.,OWCZARSKA,15471
_ul1641,UL.,OWOCOWA,15479
_ul1642,UL.,OWSIANA,15481
_ul1643,UL.,OŻYNOWA,15497
_ul1644,UL.,PABIANICKA,15498
_ul1645,UL.,PACHNĄCA,15509
_ul1646,UL.,PACZKOWSKA,15518
_ul1647,UL.,PAKISTAŃSKA,15561
_ul1648,UL.,PALISADOWA,15577
_ul1649,UL.,PAŁUCKA,15598
_ul1650,UL.,PAPIERNICZA,15653
_ul1651,UL.,PAPROTNA,15668
_ul1652,UL.,PARAFIALNA,15679
_ul1653,UL.,PARKOWA,15710
_ul1654,UL.,PARTYNICKA,15727
_ul1655,UL.,PARTYZANTÓW,15733
_ul1656,UL.,PARYSKA,15741
_ul1657,UL.,PASIECZNA,15763
_ul1658,UL.,PIWOWARSKA,16384
_ul1659,AL.,PLATANOWA,16447
_ul1660,UL.,PŁUŻNA,16540
_ul1661,UL.,POCHYŁA,16570
_ul1662,UL.,POCZTOWA,16579
_ul1663,UL.,BUJNA,02378
_ul1664,UL.,BUKOWA,02387
_ul1665,UL.,BUKOWICKA,02389
_ul1666,UL.,BUŁGARSKA,02436
_ul1667,UL.,BURACZANA,02440
_ul1668,UL.,BURZOWA,02472
_ul1669,UL.,BUSKA,02476
_ul1670,UL.,BYCZYŃSKA,02495
_ul1671,UL.,BYDGOSKA,02498
_ul1672,UL.,BYSTRZYCKA,02516
_ul1673,UL.,BYTOMSKA,02528
_ul1674,UL.,BYTOWSKA,02530
_ul1675,UL.,BZOWA,02532
_ul1676,PL.,BZOWY,02534
_ul1677,UL.,CENTRALNA,02614
_ul1678,UL.,CEREKWICKA,02635
_ul1679,UL.,CESARZOWICKA,02642
_ul1680,UL.,CHABROWA,02657
_ul1681,UL.,CHAŁUPNICZA,02667
_ul1682,UL.,CHARKOWSKA,02672
_ul1683,UL.,CHEŁMSKA,02709
_ul1684,UL.,CHEMICZNA,02712
_ul1685,UL.,CHĘCIŃSKA,02715
_ul1686,UL.,CHORZOWSKA,02863
_ul1687,UL.,CHLEBOWA,02724
_ul1688,UL.,CHŁODNA,02739
_ul1689,UL.,CHŁOPSKA,02750
_ul1690,UL.,CHMIELARSKA,02755
_ul1691,UL.,CHMIELNA,02768
_ul1692,UL.,CHMURNA,02776
_ul1693,UL.,CHOBIEŃSKA,02777
_ul1694,UL.,CHOCIMSKA,02790
_ul1695,UL.,CHOJNOWSKA,02828
_ul1696,UL.,CHWAŁKOWSKA,02941
_ul1697,UL.,CHYŻAN,02961
_ul1698,UL.,CICHA,02974
_ul1699,UL.,CIECHOCIŃSKA,02997
_ul1700,UL.,CIEPLICKA,03027
_ul1701,PL.,CIESIELSKI,03049
_ul1702,UL.,CISOWA,03098
_ul1703,UL.,CHOLEWKARSKA,02830
_ul1704,UL.,CUKIERNICZA,03134
_ul1705,UL.,CUKROWA,03135
_ul1706,UL.,CYNOWA,03188
_ul1707,UL.,CYTRYNOWA,03213
_ul1708,UL.,CZAJCZA,03223
_ul1709,UL.,CZARNOLESKA,03296
_ul1710,UL.,CZEREMCHOWA,03371
_ul1711,UL.,CZEREŚNIOWA,03376
_ul1712,UL.,LITOMSKA,11225
_ul1713,UL.,LNIANA,11234
_ul1714,UL.,LOTNICZA,11270
_ul1715,UL.,LUBELSKA,11307
_ul1716,UL.,LUBIŃSKA,11327
_ul1717,UL.,LUBLAŃSKA,11330
_ul1718,UL.,LUBSKA,11363
_ul1719,UL.,LUBUSKA,11365
_ul1720,UL.,LUDOWA,11383
_ul1721,SKWER,"LUDZI ZE ZNAKIEM ""P""",47131
_ul1722,UL.,LUTYCKA,11459
_ul1723,UL.,LUTYŃSKA,11461
_ul1724,UL.,LWOWSKA,11467
_ul1725,UL.,ŁADNA,11490
_ul1726,UL.,ŁAGIEWNICKA,11497
_ul1727,UL.,ŁANIEWSKA,11511
_ul1728,UL.,ŁANOWA,11512
_ul1729,UL.,ŁAZIENNA,11561
_ul1730,UL.,ŁĄCZNA,11577
_ul1731,UL.,ŁĄCZNOŚCI,11582
_ul1732,UL.,ŁĄKA MAZURSKA,11586
_ul1733,UL.,ŁĄKOWA,11596
_ul1734,UL.,ŁOPIANOWA,11664
_ul1735,UL.,ŁOSOSIOWICKA,11682
_ul1736,UL.,ŁOWIECKA,11695
_ul1737,UL.,ŁÓDZKA,11710
_ul1738,UL.,ŁYSOGÓRSKA,11811
_ul1739,UL.,ŁYŻWIARZY,11816
_ul1740,UL.,MACEDOŃSKA,11818
_ul1741,PL.,MACIEJA,11834
_ul1742,UL.,3 MAJA,11937
_ul1743,UL.,9 MAJA,11941
_ul1744,UL.,MALARSKA,12027
_ul1745,UL.,MALBORSKA,12031
_ul1746,UL.,MALCZYCKA,12042
_ul1747,UL.,ŁUBINOWA,11719
_ul1748,UL.,ŁUCZAN,11730
_ul1749,UL.,MALINOWA,12065
_ul1750,UL.,ŁUCZNIKÓW,11740
_ul1751,UL.,MALWOWA,12096
_ul1752,UL.,MAŁOMICKA,12182
_ul1753,UL.,MAŁOPANEWSKA,12187
_ul1754,UL.,ŁUGOWIŃSKA,11745
_ul1755,UL.,MAŁOPOLSKA,12189
_ul1756,UL.,MAŁOSZYŃSKA,12196
_ul1757,UL.,ŁUKOWA,11772
_ul1758,UL.,MANDARYNKOWA,12223
_ul1759,UL.,MANDŻURSKA,12224
_ul1760,UL.,MANGANOWA,12228
_ul1761,UL.,ŁUKOWSKA,11774
_ul1762,UL.,MARCINA,12284
_ul1763,UL.,MARII MAGDALENY,12351
_ul1764,UL.,MARSOWA,12392
_ul1765,UL.,MARSZOWICKA,12403
_ul1766,UL.,MARYNARSKA,12427
_ul1767,UL.,MASZTOWA,12469
_ul1768,UL.,ŁUŻYCKA,11793
_ul1769,UL.,MAŚLICKA,12477
_ul1770,UL.,MAZEPY,12536
_ul1771,UL.,MAZOWIECKA,12540
_ul1772,UL.,MĄCZNA,12563
_ul1773,UL.,MECHANIKÓW,12576
_ul1774,UL.,MENNICZA,12609
_ul1775,UL.,METALOWCÓW,12632
_ul1776,UL.,MEWIA,12645
_ul1777,UL.,MIECHOWSKA,12748
_ul1778,UL.,MIECZYKOWA,12754
_ul1779,UL.,MIEDZIANA,12765
_ul1780,UL.,MIEJSKA,12772
_ul1781,UL.,MIELECKA,12784
_ul1782,UL.,MIERNICZA,12806
_ul1783,UL.,MIEROSZOWSKA,12812
_ul1784,UL.,MIESZCZAŃSKA,12825
_ul1785,UL.,MIĘDZYLESKA,12851
_ul1786,UL.,MIĘDZYRZECKA,12860
_ul1787,UL.,MIĘDZYZDROJSKA,12866
_ul1788,UL.,MIĘTOWA,12870
_ul1789,UL.,MIGDAŁOWA,12875
_ul1790,PL.,MIKOŁAJA,12884
_ul1791,UL.,MIKOŁAJA,12885
_ul1792,UL.,MIKOŁOWSKA,12898
_ul1793,UL.,MIKORY,12899
_ul1794,UL.,MILICKA,12937
_ul1795,UL.,MIŁA,12947
_ul1796,UL.,GOLESZAN,05728
_ul1797,UL.,GOŁĘBIA,05761
_ul1798,UL.,GOŁĘŻYCKA,05773
_ul1799,UL.,GOŁNOWSKA,05776
_ul1800,UL.,GOPLAN,05801
_ul1801,UL.,GORLICKA,05826
_ul1802,UL.,GOSPODARSKA,05853
_ul1803,UL.,GOSTYŃSKA,05860
_ul1804,UL.,GÓRALSKA,05924
_ul1805,UL.,GÓRECKA,05929
_ul1806,UL.,GÓRNOŚLĄSKA,05976
_ul1807,UL.,GRABARSKA,06006
_ul1808,UL.,GRABISZYŃSKA,06021
_ul1809,UL.,GRABOWA,06029
_ul1810,UL.,GRADOWA,06057
_ul1811,UL.,GRANATOWA,06069
_ul1812,UL.,GRANICZNA,06075
_ul1813,UL.,GŁUSZYCKA,05650
_ul1814,UL.,GRECKA,06091
_ul1815,UL.,GROBLA KOZANOWSKA,06123
_ul1816,AL.,KLONOWA,08572
_ul1817,UL.,KLUCZBORSKA,08587
_ul1818,UL.,KŁODNICKA,08619
_ul1819,UL.,KŁOKOCZYCKA,08626
_ul1820,UL.,KŁOŚNA,08639
_ul1821,UL.,KMIECA,08645
_ul1822,UL.,KMINKOWA,08652
_ul1823,UL.,KOBIERZYCKA,08690
_ul1824,UL.,GMINNA,05654
_ul1825,UL.,KOLARSKA,08794
_ul1826,UL.,KOLBUSZOWSKA,08814
_ul1827,UL.,KOLEJOWA,08828
_ul1828,UL.,KOLISTA,08846
_ul1829,UL.,KOŁOBRZESKA,09009
_ul1830,UL.,KOŁODZIEJSKA,09015
_ul1831,UL.,KOMANDORSKA,09024
_ul1832,UL.,GNIEŹNIEŃSKA,05670
_ul1833,UL.,KOMOROWSKA,09075
_ul1834,UL.,KOMUNY PARYSKIEJ,09101
_ul1835,UL.,KONDUKTORSKA,09124
_ul1836,UL.,KONIŃSKA,09163
_ul1837,PL.,KONSTYTUCJI 3 MAJA,09211
_ul1838,UL.,KOŃCOWA,09229
_ul1839,UL.,KOŃSKA,09231
_ul1840,UL.,KORDIANA,09347
_ul1841,UL.,KOREAŃSKA,09350
_ul1842,UL.,KORZEŃSKA,09413
_ul1843,UL.,KOSMONAUTÓW,09440
_ul1844,UL.,KOSTRZYŃSKA,09495
_ul1845,UL.,KOSYNIERÓW GDYŃSKICH,09503
_ul1846,UL.,KOSZALIŃSKA,09509
_ul1847,UL.,KOSZAROWA,09512
_ul1848,UL.,KOSZYCKA,09529
_ul1849,UL.,KOSZYKARSKA,09535
_ul1850,UL.,KOSZYKARZY,09536
_ul1851,UL.,KOŚCIAŃSKA,09539
_ul1852,UL.,KOŚCIELNA,09546
_ul1853,PL.,KOŚCIELNY,09552
_ul1854,UL.,KOŚCIERZYŃSKA,09557
_ul1855,UL.,KOTLARSKA,09613
_ul1856,UL.,KOTWICZNA,09644
_ul1857,UL.,KOWALSKA,09665
_ul1858,UL.,KOWIEŃSKA,09691
_ul1859,UL.,KOZANOWSKA,09700
_ul1860,UL.,KOZIA,09704
_ul1861,UL.,KOZIELSKA,09714
_ul1862,UL.,KOŻUCHOWSKA,09764
_ul1863,UL.,KRAKOWSKA,09796
_ul1864,UL.,KRAWIECKA,09894
_ul1865,UL.,KRESOWA,09911
_ul1866,UL.,KREŚLARSKA,09913
_ul1867,UL.,KRĘPICKA,09921
_ul1868,UL.,KRĘTA,09925
_ul1869,UL.,KROKUSOWA,09946
_ul1870,UL.,KROŚNIEŃSKA,09965
_ul1871,UL.,KROTOSZYŃSKA,09969
_ul1872,UL.,KROWIA,09971
_ul1873,UL.,KRÓLEWSKA,09987
_ul1874,UL.,KRÓLOWEJ MARYSIEŃKI,10007
_ul1875,UL.,KRÓTKA,10009
_ul1876,UL.,KRUCZA,10013
_ul1877,UL.,KRUPNICZA,10035
_ul1878,UL.,KRUSZCOWA,10038
_ul1879,UL.,KRUSZWICKA,10045
_ul1880,UL.,KRYNICKA,10062
_ul1881,UL.,KRYNICZNA,10066
_ul1882,UL.,KRZELOWSKA,10095
_ul1883,UL.,KRZEMIENIECKA,10099
_ul1884,UL.,KRZYCKA,10138
_ul1885,PL.,KRZYSZTOFA,10156
_ul1886,UL.,KRZYWA,10157
_ul1887,UL.,KRZYWA GROBLA,10159
_ul1888,UL.,KRZYŻANOWICKA,10184
_ul1889,UL.,KRZYŻOWSKA,10201
_ul1890,UL.,KSIĘCIA WITOLDA,10230
_ul1891,UL.,KSIĘGARSKA,10234
_ul1892,UL.,KSIĘGOWA,10236
_ul1893,UL.,KSIĘSKA,10237
_ul1894,UL.,KSIĘŻYCOWA,10268
_ul1895,UL.,KUJAWSKA,10344
_ul1896,UL.,KUJBYSZEWSKA,10348
_ul1897,UL.,KUKUŁCZA,10358
_ul1898,UL.,KUPIECKA,10417
_ul1899,UL.,KURKOWA,10444
_ul1900,UL.,KUROPATWIA,10452
_ul1901,UL.,KURPIÓW,10469
_ul1902,UL.,KURSKA,10470
_ul1903,UL.,KURZY TARG,10482
_ul1904,UL.,KUTNOWSKA,10502
_ul1905,UL.,KWAŚNA,10546
_ul1906,UL.,KWIDZYŃSKA,10572
_ul1907,UL.,KWISKA,10585
_ul1908,UL.,KWITNĄCA,10588
_ul1909,UL.,LAKIERNICZA,10608
_ul1910,UL.,LAOTAŃSKA,10640
_ul1911,UL.,LASKOWA,10666
_ul1912,UL.,LATAWCOWA,10700
_ul1913,UL.,LAZUROWA,10726
_ul1914,UL.,LĄDECKA,10727
_ul1915,UL.,LEGNICKA,10780
_ul1916,UL.,LEKARSKA,10785
_ul1917,UL.,LEKCYJNA,10786
_ul1918,UL.,LEONARDA DA VINCI,10832
_ul1919,UL.,LESZCZYNOWA,10870
_ul1920,UL.,LEŚNA,10898
_ul1921,UL.,LETNIA,10966
_ul1922,UL.,LEWA,10976
_ul1923,UL.,LIGOCKA,11054
_ul1924,UL.,LILIOWA,11067
_ul1925,UL.,LIMANOWSKA,11070
_ul1926,UL.,LIOŃSKA,11093
_ul1927,AL.,LIPOWA,11138
_ul1928,UL.,LIPSKA,11153
_ul1929,UL.,HETMAŃSKA,06637
_ul1930,UL.,HIMALAJSKA,06659
_ul1931,UL.,LISIA,11174
_ul1932,UL.,LIŚCIASTA,11218
_ul1933,UL.,LITEWSKA,11223
_ul1934,UL.,GROCHOWA,06133
_ul1935,UL.,GRODECKA,06143
_ul1936,UL.,GRODZIEŃSKA,06157
_ul1937,UL.,GRODZKA,06163
_ul1938,UL.,GROMADZKA,06169
_ul1939,UL.,GRÓJECKA,06215
_ul1940,UL.,GRUDZIĄDZKA,06236
_ul1941,UL.,GRUNWALDZKA,06260
_ul1942,PL.,GRUNWALDZKI,06262
_ul1943,UL.,GRUSZOWA,06275
_ul1944,UL.,GRYBOWSKA,06280
_ul1945,UL.,GRYCZANA,06281
_ul1946,UL.,GUBIŃSKA,06359
_ul1947,UL.,GWARNA,06415
_ul1948,UL.,GWIAŹDZISTA,06422
_ul1949,UL.,GWIZDANOWSKA,06427
_ul1950,UL.,HAJDUCKA,06457
_ul1951,UL.,HALNA,06490
_ul1952,UL.,HARCERSKA,06523
_ul1953,UL.,HEBLARSKA,06565
_ul1954,UL.,KWIATKOWSKIEGO,10559
_ul1955,UL.,HUBERTA,06783
_ul1956,UL.,INFLANCKA,06903
_ul1957,UL.,JAGNIĄTKOWSKA,07053
_ul1958,UL.,JARZYNOWA,07296
_ul1959,UL.,JELENIA,07455
_ul1960,UL.,JEŹDZIECKA,07544
_ul1961,UL.,JUTROSIŃSKA,07696
_ul1962,UL.,KANADYJSKA,07924
_ul1963,UL.,MIRKOWSKA,13008
_ul1964,UL.,KATARZYNY,08199
_ul1965,SKWER,BOCHEŃSKIEGO,37093
_ul1966,UL.,ŁOKIETKA,11653
_ul1967,UL.,MINKOWSKIEGO,12983
_ul1968,UL.,PIWNIKA-PONUREGO,16376
_ul1969,UL.,ŻIŻKI,26472
_ul1970,UL.,SKOPIJSKA,20089
_ul1971,UL.,SOKALSKA,20476
_ul1972,UL.,SŁONECZNIKOWA,20258
_ul1973,UL.,SŁOWIŃCÓW,20305
_ul1974,UL.,TRAKTOROWA,22937
_ul1975,UL.,TUNELOWA,23143
_ul1976,UL.,TYMIANKOWA,23245
_ul1977,UL.,UZNAMSKA,23457
_ul1978,UL.,WAPIENNA,23624
_ul1979,UL.,WĄSKA,23795
_ul1980,UL.,TORFOWA,22894
_ul1981,UL.,WYKŁADOWA,24998
_ul1982,UL.,WIECZYSTA,24043
_ul1983,UL.,WIEŚNIACZA,24204
_ul1984,UL.,WINCENTEGO,24330
_ul1985,UL.,WOŁCZYŃSKA,24708
_ul1986,UL.,KŁODZKA,08622
_ul1987,UL.,TULIPANOWA,23129
_ul1988,UL.,MARMUROWA,12387
_ul1989,UL.,GOSŁAWICKA,05850
_ul1990,UL.,GITAROWA,38046
_ul1991,UL.,BIAŁOSKÓRNICZA,01183
_ul1992,UL.,BIWAKOWA,01391
_ul1993,UL.,BOCZNA,01528
_ul1994,UL.,BRATA ALBERTA,02046
_ul1995,UL.,BRZEZIŃSKA,02247
_ul1996,UL.,BURSZTYNOWA,02462
_ul1997,UL.,CELTYCKA,02606
_ul1998,UL.,CHIŃSKA,02720
_ul1999,UL.,CHOCIEBUSKA,02786
_ul2000,UL.,CHORWACKA,02859
_ul2001,UL.,CZERWONEGO KRZYŻA,03434
_ul2002,UL.,ŁACIARSKA,11487
_ul2003,UL.,ŁĘCZYCKA,11607
_ul2004,UL.,MAKOWA,12004
_ul2005,UL.,ŁUGOWA,11744
_ul2006,UL.,MARCEPANOWA,12273
_ul2007,UL.,MELIORANCKA,12594
_ul2008,UL.,MIESZKA I,12832
_ul2009,UL.,HERMANOWSKA,06626
_ul2010,PL.,CZYSTY,03515
_ul2011,AL.,DĄBSKA,03703
_ul2012,UL.,DŁUTOWA,03861
_ul2013,PL.,DOMINIKAŃSKI,04103
_ul2014,UL.,DWORSKA,04446
_ul2015,UL.,FIOŁKOWA,05027
_ul2016,UL.,GAZOWA,05403
_ul2017,UL.,GŁÓWNA,05635
_ul2018,UL.,OSTRZESZOWSKA,15414
_ul2019,UL.,PALESTYŃSKA,15574
_ul2020,UL.,PŁASKA,16490
_ul2021,UL.,POLANOWICKA,16976
_ul2022,UL.,POPOWICKA,17166
_ul2023,PL.,POWSTAŃCÓW ŚLĄSKICH,17365
_ul2024,UL.,PRZEBIŚNIEGOWA,17630
_ul2025,UL.,SOŁTYSIA,20564
_ul2026,UL.,SPIŻOWA,20670
_ul2027,UL.,STALOWA,20808
_ul2028,UL.,STORCZYKOWA,21246
_ul2029,UL.,STRZELECKA,21381
_ul2030,UL.,SWOJCZYCKA,21628
_ul2031,UL.,SZCZEPANOWSKA,21821
_ul2032,UL.,SZLIFIERSKA,22001
_ul2033,UL.,SZWAJCARSKA,22169
_ul2034,UL.,ŚLUSARSKA,22351
_ul2035,UL.,ŚWIERADOWSKA,22477
_ul2036,UL.,PĘGOWSKA,15992
_ul2037,UL.,PIERNIKOWA,16148
_ul2038,UL.,PIŃSKA,16286
_ul2039,UL.,BIŁGORAJSKA,01348
_ul2040,UL.,GOGOLIŃSKA,05708
_ul2041,UL.,GÓRNICZA,05962
_ul2042,UL.,GRAWERSKA,06081
_ul2043,UL.,KNIGNICKA,08672
_ul2044,UL.,KOMINIARSKA,09060
_ul2045,UL.,KOSMICZNA,09437
_ul2046,UL.,KRAKUSA,09808
_ul2047,UL.,KRÓLEWIECKA,09983
_ul2048,UL.,KRZESZOWSKA,10124
_ul2049,UL.,KUDOWSKA,10336
_ul2050,UL.,KUŹNICZA,10527
_ul2051,UL.,LECHITÓW,10740
_ul2052,UL.,LIDZBARSKA,11044
_ul2053,UL.,GWARECKA,06409
_ul2054,UL.,WIERZBOWA,24170
_ul2055,UL.,WIERZCHOWICKA,24179
_ul2056,UL.,WIETNAMSKA,24205
_ul2057,UL.,WIETRZNA,24207
_ul2058,UL.,WIĘZIENNA,24229
_ul2059,UL.,WILANOWSKA,24259
_ul2060,UL.,WILCZA,24261
_ul2061,UL.,WILCZKOWSKA,24273
_ul2062,UL.,WILCZYCKA,24277
_ul2063,UL.,WILEŃSKA,24289
_ul2064,UL.,WILGOTNA,24295
_ul2065,UL.,WILGOWA,24296
_ul2066,UL.,WILKSZYŃSKA,24314
_ul2067,UL.,WINOGRONOWA,24359
_ul2068,UL.,WIŃSKA,24362
